loss,auc,accuracy,precision,recall,f1,sensitivity,specificity,tp,tn,fp,fn,n_pos,n_neg,task,plane
0.6954530449584126,0.7382154882154882,0.7,0.8,0.4444444444444444,0.5714285714285714,0.4444444444444444,0.9090909090909091,24,60,6,30,54,66,acl,sagittal
