epoch,train_loss,val_loss,val_auc,val_accuracy
1,1.0788306528488092,0.5613300796753417,0.792648709315376,0.6833333333333333
2,0.9353985918570409,0.6839431207471838,0.7185746352413019,0.6666666666666666
3,0.8723284676011684,0.6862384545306365,0.6997755331088665,0.6416666666666667
4,0.7836725205644569,0.8306255368816589,0.6763468013468013,0.6166666666666667
5,0.703479676261808,0.7613457456114702,0.7411616161616162,0.7083333333333334
6,0.5956695905771205,0.8753791266145223,0.7490179573512907,0.7
