epoch,train_loss,val_loss,val_auc,val_accuracy
1,1.0775317218978848,0.7770889227588972,0.6954264870931538,0.5166666666666667
2,1.0064257363829991,0.8377777318159739,0.6414141414141414,0.525
3,0.9338589126293638,0.686852533222797,0.6536195286195287,0.5916666666666667
4,0.9038429475002057,0.6844560265579882,0.6331369248035915,0.5833333333333334
5,0.8931767503376555,0.6843173435287705,0.6683501683501684,0.5916666666666667
6,0.8809427790871236,0.7430235100483211,0.6189674523007856,0.5583333333333333
