best_epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_precision,val_recall,val_f1,val_sensitivity,val_specificity,variant,backbone,use_cbam,contrastive,train_augment,task,plane,checkpoint
10,0.4617039383817629,0.9518,0.4731491030814747,0.9733,0.9,0.85,0.9444,0.8947,0.9444,0.8636,densenet121_strong_cbam,densenet121,True,False,strong,acl,sagittal,/home/viet/AI-for-MIA/codes/results/checkpoints/densenet121_strong_cbam_gpu/best_densenet121_strong_cbam.pth
