epoch,supcon_loss
1,1.9322285608185166
2,1.9321461769270147
3,1.932223056351215
4,1.932188569741081
5,1.932257194002323
6,1.9321788641358528
7,1.932239620610219
8,1.9322129347116497
9,1.9322046942416164
10,1.9321971577231472
